Group;Participant;CollabEnvironememnt;trialNb;training;MoveMode;Task;Wall;CardToTag;nbMove;nbMoveWall;nbDragWallFloor;distTotal;nbRotate;rotateTotal;trialTime;moveTime
g02;p01;C;0;1;TP;move;B;22;3;0;0;8.868933;0;0;76.9679;1.522095
g02;p01;C;1;1;TP;search;B;37;0;0;0;6.51997;2;180;39.7596;1.0327
g02;p01;C;2;1;TP;move;L;11;1;0;0;8.722845;1;90;22.9791;0.510849
g02;p01;C;3;1;TP;search;L;8;0;0;0;5.060542;2;180;10.66165;0.5113525
g02;p01;C;4;1;TP;move;R;47;1;0;0;7.893316;1;90;25.65341;0.5105591
g02;p01;C;5;1;TP;search;R;51;0;0;0;5.200885;1;90;14.42667;0.5085754
g02;p01;C;6;0;TP;move;B;34;1;0;0;4.240613;0;0;7.388885;0.5109558
g02;p01;C;7;0;TP;search;B;29;0;0;0;3.445499;0;0;14.94818;0.5041199
g02;p01;C;8;0;TP;move;R;59;3;0;0;12.55922;3;270;34.04163;1.522308
g02;p01;C;9;0;TP;search;R;43;0;0;0;4.351633;0;0;5.752808;0.5055542
g02;p01;C;10;0;TP;move;L;6;2;2;0;7.218738;0;0;14.67529;1.018738
g02;p01;C;11;0;TP;search;L;10;0;0;0;4.586991;0;0;15.41522;1.014954
g02;p01;C;12;0;TP;move;B;31;2;1;0;8.025795;0;0;7.66333;1.017853
g02;p01;C;13;0;TP;search;B;25;0;0;0;3.073133;0;0;12.20563;0.5136719
g02;p01;C;14;0;TP;move;L;14;1;0;0;5.384652;0;0;6.953156;0.5016785
g02;p01;C;15;0;TP;search;L;19;0;0;0;4.499355;0;0;9.362946;0.5158997
g02;p01;C;16;0;TP;search;R;43;0;0;0;7.236585;0;0;6.73056;0.5213623
g02;p01;C;17;0;TP;move;R;59;3;1;0;5.728003;0;0;9.737701;1.522797
g02;p01;C;18;0;TP;search;B;29;0;0;0;5.546881;0;0;10.01819;0.5216064
g02;p01;C;19;0;TP;move;B;34;2;1;0;5.20036;0;0;9.704956;1.018494
g02;p01;C;20;0;TP;search;R;51;0;0;0;5.5158;0;0;7.374512;0.5125732
g02;p01;C;21;0;TP;move;R;47;1;0;0;5.20541;0;0;11.12585;0.5110474
g02;p01;C;22;0;TP;search;L;8;0;0;0;7.500783;0;0;6.368408;0.847229
g02;p01;C;23;0;TP;move;L;11;1;0;0;6.085727;0;0;9.275085;0.5109863
g02;p01;C;24;0;TP;search;B;37;0;0;0;9.208755;0;0;5.031128;0.5166626
g02;p01;C;25;0;TP;move;B;22;1;0;0;3.213775;0;0;9.109192;0.5110474
#pause;
g02;p01;C;26;1;drag;move;R;40;4;0;3;5.118014;0;0;16.20239;257.6921
g02;p01;C;27;1;drag;search;R;56;0;0;0;3.643452;0;150;16.85846;0
g02;p01;C;28;1;drag;move;B;24;1;0;1;6.342592;0;0;5.577637;6.574829
g02;p01;C;29;1;drag;search;B;39;0;0;0;5.358587;0;189.5;11.82782;0
g02;p01;C;30;1;drag;move;L;2;3;0;0;9.055083;0;5;9.030579;12.09467
g02;p01;C;31;1;drag;search;L;17;0;0;0;2.778447;0;66.5;8.907043;0
g02;p01;C;32;0;drag;move;R;54;3;0;0;6.19029;0;4.5;7.464783;7.785522
g02;p01;C;33;0;drag;search;R;49;0;0;0;4.28574;0;143.5;10.69501;0
g02;p01;C;34;0;drag;move;B;26;1;0;0;6.081093;0;0;4.756287;3.987305
g02;p01;C;35;0;drag;search;B;32;0;0;0;2.860051;0;150;12.06091;0
g02;p01;C;36;0;drag;move;L;4;1;0;1;4.320387;0;0;6.646057;7.174316
g02;p01;C;37;0;drag;search;L;0;0;0;0;4.322719;0;71.5;7.118958;0
g02;p01;C;38;0;drag;move;R;58;3;0;0;5.972932;0;0;6.770996;8.807007
g02;p01;C;39;0;drag;search;R;42;0;0;0;4.511138;0;117;9.062378;0
g02;p01;C;40;0;drag;move;L;15;1;0;1;7.845717;0;3;13.9259;4.853271
g02;p01;C;41;0;drag;search;L;1;0;0;0;3.589869;0;79;5.842285;0
g02;p01;C;42;0;drag;search;B;32;0;0;0;8.866988;0;162.5;9.351318;0
g02;p01;C;43;0;drag;move;B;26;4;1;1;3.335889;0;0;7.840576;8.174072
g02;p01;C;44;0;drag;search;R;49;0;0;0;8.083908;0;149.5;18.9137;0
g02;p01;C;45;0;drag;move;R;54;2;1;0;2.99791;0;0;5.671143;6.330322
g02;p01;C;46;0;drag;search;L;17;0;0;0;5.854555;0;60.5;14.16052;0
g02;p01;C;47;0;drag;move;L;2;2;1;0;3.218792;0;0;8.237427;8.39624
g02;p01;C;48;0;drag;search;B;39;0;0;0;8.577636;0;60;10.83923;0
g02;p01;C;49;0;drag;move;B;24;1;0;0;3.096681;0;0;4.073364;5.264404
g02;p01;C;50;0;drag;search;R;56;0;0;0;5.490985;0;68.5;5.819336;0
g02;p01;C;51;0;drag;move;R;40;2;1;0;4.61884;0;0;8.475952;8.840942
#pause;
g02;p01;C;52;1;joy;move;B;23;18;0;0;22.90793;13;315.3395;32.14091;11.48445
g02;p01;C;53;1;joy;search;B;38;0;0;0;18.77068;0;511.5;16.24776;0
g02;p01;C;54;1;joy;move;R;45;9;0;0;3.588763;3;6.711471;10.08188;3.884796
g02;p01;C;55;1;joy;search;R;50;0;0;0;3.458733;0;48;9.515228;0
g02;p01;C;56;1;joy;move;L;12;0;0;0;7.852525;2;0;5.979919;0
g02;p01;C;57;1;joy;search;L;9;0;0;0;4.898557;0;104.5;8.87384;0
g02;p01;C;58;0;joy;move;B;36;5;0;0;3.325684;1;0;5.39505;2.219208
g02;p01;C;59;0;joy;search;B;30;0;0;0;3.045805;0;44;4.619659;0
g02;p01;C;60;0;joy;move;R;53;4;0;0;5.9033;0;0;5.277618;4.620514
g02;p01;C;61;0;joy;search;R;57;0;0;0;2.873518;0;44.5;8.727264;0
g02;p01;C;62;0;joy;move;L;13;2;0;0;7.067202;0;0;5.245697;4.91507
g02;p01;C;63;0;joy;search;L;7;0;0;0;3.181349;0;43;7.486145;0
g02;p01;C;64;0;joy;move;B;33;5;0;0;2.517137;5;22.12213;5.463226;4.110138
g02;p01;C;65;0;joy;search;B;28;0;0;0;3.684565;0;43.5;7.243988;0
g02;p01;C;66;0;joy;move;R;48;5;0;0;11.01867;1;0;6.808441;5.450317
g02;p01;C;67;0;joy;search;R;52;0;0;0;4.148462;0;66;4.226959;0
g02;p01;C;68;0;joy;search;R;57;0;0;0;3.620757;0;142.5;11.85098;0
g02;p01;C;69;0;joy;move;R;53;3;0;0;2.778522;1;0;4.419434;2.982666
g02;p01;C;70;0;joy;search;B;30;0;0;0;6.544277;0;101;7.480743;0
g02;p01;C;71;0;joy;move;B;36;2;0;0;3.357766;0;0;3.824402;1.949463
g02;p01;C;72;0;joy;search;L;9;0;0;0;3.697982;0;48.5;5.226868;0
g02;p01;C;73;0;joy;move;L;12;4;0;0;5.000498;3;0;11.64804;3.160217
g02;p01;C;74;0;joy;search;R;50;0;0;0;8.58844;0;104;16.26718;0
g02;p01;C;75;0;joy;move;R;45;6;0;0;8.123953;1;0;7.946594;3.607452
g02;p01;C;76;0;joy;search;B;38;0;0;0;4.200632;0;51;5.841553;0
g02;p01;C;77;0;joy;move;B;23;2;0;0;4.23945;1;0;4.847687;1.920227
#pause;
